Number,Target variable,Ankle flexion/extension angle,Knee ad/abduction angle,Pelvic obliquity angle,Pelvic rotation angle,Lumbar rotation angle,M/L COM position,Vertical COM position,Biceps femoris short head,Adductor brevis,Tensor fasciae latae,Piriformis,Rectus femoris,Vastus lateralis,Medial gastrocnemius,Soleus
479,22.23806057,11.1839,20.5991,7.80942,-7.09749,6.62188,313.659,1044.8,0.160382886,0.042498124,0.129523764,0.209623782,1.151054008,13.13296284,0.32305983,1.451433848
480,21.91981465,11.4501,22.0838,7.84696,-7.28362,5.86864,313.235,1041.17,0.159355604,0.046292128,0.128164029,0.205325962,1.217614298,12.37764927,0.397714849,1.454905637
481,10.64301719,12.5655,15.554,4.14853,0.904744,7.85184,249.72,1151.86,0.10802631,0.055555602,0.076370381,0.191471833,1.272875935,8.015256903,0.065043357,0.332261268
482,10.558931,12.2472,16.4095,3.96577,0.673121,7.24725,250.287,1148.33,0.106751717,0.049957461,0.076991754,0.188745206,1.269652526,7.771097915,0.077932326,0.408227959
483,10.49648499,11.9853,17.3503,3.80043,0.417173,6.60519,250.831,1144.6,0.104216319,0.04266131,0.079769733,0.185226416,1.295056115,7.519584147,0.099801441,0.556266014
484,10.45978979,11.8109,18.3637,3.6531,0.14126,5.93058,251.346,1140.71,0.10131425,0.036752024,0.081736562,0.181406738,1.342916616,7.286929466,0.127344298,0.765755451
485,10.43749106,11.751,19.4333,3.52408,-0.149616,5.22897,251.824,1136.7,0.097359464,0.033667522,0.08266399,0.177303478,1.399050647,7.043813591,0.157799736,1.034850859
486,10.40657412,11.8261,20.5395,3.41321,-0.449926,4.50649,252.262,1132.61,0.095612903,0.034527755,0.082957626,0.174180544,1.439025955,6.840634407,0.177909011,1.121259538
487,16.92969202,12.7202,10.3104,1.97105,0.943817,3.42194,224.926,1128.05,0.145558249,0.134475275,0.088496616,0.065100895,4.691519988,10.28914509,0.183795238,0.909639604
488,16.97511224,12.3838,11.0617,1.6603,0.988575,3.19666,224.097,1124.22,0.14226841,0.110672126,0.087475663,0.088842232,4.636892112,9.966006871,0.193700746,1.001224541
489,16.9503339,12.1316,11.988,1.37903,1.00992,2.93225,223.276,1120.19,0.140527491,0.078285791,0.087974156,0.118375298,4.599923927,9.646367584,0.216759243,1.136561672
490,16.88645213,12.0213,13.0721,1.13354,1.00422,2.62703,222.462,1115.98,0.139334906,0.058694782,0.089132255,0.161732897,4.569492557,9.31255902,0.249997769,1.222696042
491,16.9490738,-12.2555,8.91763,-2.43492,6.77526,-16.4811,172.437,1159.84,0.143156944,0.130199439,0.088031607,0.070974784,4.674385844,10.20422025,0.184656875,0.926806535
492,16.96613035,-13.6819,8.84677,-2.53704,7.1206,-16.4664,171.302,1163.55,0.14269068,0.12204626,0.087647826,0.07931206,4.654904321,10.08827522,0.187962266,0.958071302
493,14.43214191,12.4675,1.74142,-1.70469,-4.53537,5.87287,183.138,1022.97,0.108380693,0.03073997,0.094401361,0.246556521,1.248632604,10.68439991,0.119358875,0.693954762
494,14.58793978,11.9954,2.19651,-1.52373,-4.73568,5.3323,183.048,1019.05,0.104387743,0.032354574,0.094988684,0.241505984,1.291092559,10.42311651,0.150361203,0.951560341
495,14.69069878,11.7705,2.61649,-1.3338,-4.93453,4.77577,182.963,1015.1,0.10329318,0.037453802,0.094509681,0.235400245,1.333524478,10.09179242,0.182987774,1.282963704
496,14.69397476,11.8189,2.96379,-1.14191,-5.12918,4.20517,182.885,1011.14,0.104736389,0.04308064,0.094136423,0.22975888,1.368453858,9.71080201,0.214174012,1.419664136
497,14.59736791,12.1418,3.20863,-0.955602,-5.31631,3.62304,182.82,1007.22,0.108109681,0.055376033,0.092722094,0.224433013,1.389932324,9.229704246,0.261996111,1.4494115
498,14.44240646,12.718,3.34009,-0.782898,-5.492,3.03269,182.77,1003.37,0.115563454,0.071069176,0.085343954,0.220858859,1.36416982,8.700027333,0.33641057,1.465795556
499,19.58346346,6.20871,2.67053,3.35753,-3.58705,9.07126,276.645,1030.41,0.108163962,0.041771152,0.10769352,0.330859057,1.078463848,16.20733581,0.053058611,0.608253547
500,19.7822796,5.73907,2.58692,3.34546,-3.79605,8.45247,276.448,1027.34,0.108498076,0.042451084,0.105474334,0.323308439,1.268778641,15.76720688,0.059725309,0.730137188
501,19.93745668,5.35638,2.49651,3.35076,-4.03508,7.79873,276.259,1024.14,0.105492415,0.04367699,0.103005895,0.314429097,1.320003863,15.26389764,0.073759252,0.948034788
502,20.02480265,5.10052,2.40063,3.37425,-4.30097,7.11382,276.08,1020.85,0.106622305,0.046962123,0.10083112,0.306191192,1.352573333,14.79023455,0.091239766,1.209844734
503,20.02181978,5.00467,2.29956,3.41587,-4.58973,6.40221,275.91,1017.48,0.1072576,0.049949027,0.098196096,0.297428327,1.381008507,14.21736236,0.114876133,1.372575592
504,19.87323354,5.09168,2.19271,3.47472,-4.89667,5.66899,275.752,1014.08,0.110301071,0.049411765,0.09658109,0.28856533,1.407342977,13.59909195,0.148050933,1.398850181
505,21.68829105,10.3874,15.2163,-0.776014,-5.23903,4.21337,304.97,1043.89,0.135168805,0.09414972,0.051542292,0.336948918,2.086400534,14.57276827,0.246911269,1.513356655
506,21.66344871,10.6619,16.2542,-0.739652,-5.41579,3.88302,304.243,1040.08,0.130749547,0.094148362,0.041873086,0.323668678,2.167833079,14.00540854,0.306528879,1.547202602
507,21.62813164,11.1704,17.3348,-0.699173,-5.56945,3.56407,303.517,1036.15,0.12732569,0.093250501,0.043492284,0.312007849,2.272390821,13.44006327,0.384591137,1.556774093
508,21.54641453,11.9463,18.4279,-0.658185,-5.69768,3.25683,302.792,1032.17,0.126419433,0.089810301,0.052161234,0.300967048,2.3780983,12.79360839,0.48031365,1.559431922
509,21.30064786,12.9982,19.4956,-0.620242,-5.79887,2.96086,302.068,1028.16,0.133099569,0.079617114,0.070850293,0.2886285,2.485271686,11.98076952,0.615729497,1.556345099
510,20.92587826,14.3073,20.4974,-0.588801,-5.8722,2.67499,301.342,1024.17,0.144563942,0.069619075,0.100090767,0.276309851,2.57107737,11.16273914,0.780666446,1.547240126
511,21.75192468,13.314,8.3683,-1.87868,-1.09306,16.5994,161.492,1018.89,0.168810608,0.063952276,0.120694018,0.198637619,2.746422833,15.87172134,0.111412446,0.802545113
512,21.88607621,12.6714,9.08443,-1.78509,-1.14377,16.4624,161.437,1016.24,0.16277022,0.059228203,0.12269993,0.195375141,2.897360631,14.76312619,0.162817828,1.267760839
513,21.84984479,12.1264,9.95716,-1.6678,-1.20202,16.2987,161.382,1013.44,0.176703323,0.064394422,0.125042079,0.193283139,2.992708572,14.13353635,0.214981968,1.555631968
514,21.7667927,11.756,10.9528,-1.53252,-1.26817,16.1064,161.327,1010.51,0.190286971,0.066385521,0.1271786,0.190145416,3.100180089,13.43128767,0.286167322,1.603870058
515,21.64210697,11.6206,12.0289,-1.38544,-1.34206,15.8837,161.276,1007.5,0.192366905,0.063980157,0.127639295,0.186020872,3.204979033,12.65838956,0.374232057,1.620994426
516,21.78181126,-19.2436,1.17915,-9.6659,0.280725,-7.59809,157.534,1054.05,0.167227839,0.063253317,0.120985094,0.19835954,2.76085802,15.76252292,0.113688409,0.828708941
517,22.6938776,15.1399,4.44403,-1.03952,-1.56525,13.9602,101.673,1048.5,0.115047211,0.031003718,0.10849552,0.194237119,4.620389992,14.58106274,0.173236509,0.7615263
518,22.49923303,14.6455,4.9358,-0.905282,-1.97613,13.3929,102.067,1045.15,0.112474628,0.037573301,0.10656607,0.192449372,4.531313636,14.00487212,0.164179354,0.719120504
519,22.11313391,14.2156,5.52961,-0.750473,-2.41744,12.7902,102.462,1041.64,0.116657922,0.045913022,0.102919699,0.190142595,4.344097871,13.36901085,0.181304781,0.797466646
520,21.73231713,13.8902,6.21062,-0.579711,-2.88369,12.1569,102.86,1037.98,0.120336098,0.046752056,0.100732292,0.186799053,4.220575533,12.69193593,0.224595981,1.104358086
521,21.44722069,13.702,6.95863,-0.398389,-3.36894,11.4985,103.262,1034.22,0.124983318,0.040238607,0.103469777,0.182877988,4.227308157,12.01753078,0.295699341,1.499853268
522,21.38458305,13.6739,7.74864,-0.212515,-3.8671,10.8205,103.668,1030.37,0.127484778,0.032215392,0.106910078,0.178773065,4.356203177,11.40580792,0.386233641,1.531027533
523,10.593358,4.98712,19.5002,1.78697,-7.25529,8.15752,370.187,1020.83,0.183769687,0.053975023,0.173224657,0.116235653,1.602603378,3.878630901,0.700780357,1.830583862
524,11.62596302,6.47065,19.673,1.90758,-7.23534,7.60044,368.875,1018.7,0.176437977,0.059433706,0.169526847,0.09386413,1.614526792,4.383829584,0.699639354,1.786516209
525,11.89074472,8.09144,19.7725,2.02116,-7.18518,7.0488,367.616,1016.46,0.176703436,0.056379575,0.166092395,0.085179609,1.60362777,4.555416536,0.695749076,1.741219247
526,11.37876989,9.80846,19.7827,2.12066,-7.11087,6.49394,366.409,1014.17,0.191702969,0.038880783,0.162066253,0.115323938,1.5468037,4.31895671,0.687856211,1.686972076
527,10.50043451,11.5797,19.6934,2.1999,-7.01932,5.92658,365.252,1011.86,0.217189971,0.025671706,0.158533212,0.182989523,1.482137279,3.886216838,0.681241771,1.642948317
528,9.887360916,13.3656,19.5005,2.25339,-6.91789,5.33726,364.14,1009.59,0.228776857,0.02768842,0.156157808,0.180616528,1.492435706,3.560988858,0.681212442,1.618064973
529,25.79180958,8.59676,0.210669,-1.32985,-1.05737,11.3049,202.47,1020.35,0.149219604,0.03437644,0.113918107,0.497223703,2.624264101,18.47328082,0.32080867,1.630958771
530,25.77129084,8.76992,0.828692,-1.27157,-1.71989,10.4185,202.612,1016.9,0.145259082,0.038351793,0.112979322,0.470248815,2.703025264,17.7617565,0.336883517,1.628734688
531,25.590307,9.09321,1.44533,-1.19436,-2.39523,9.49915,202.739,1013.31,0.144228201,0.0437136,0.110493066,0.450291631,2.719559996,17.06736755,0.356364706,1.621091437
532,25.23059953,9.59213,2.02637,-1.10475,-3.07326,8.55706,202.851,1009.61,0.143055329,0.049211859,0.105758151,0.429773022,2.688223652,16.2844952,0.386145086,1.615463182
533,24.66641398,10.2784,2.53732,-1.00977,-3.74345,7.60322,202.948,1005.85,0.14535424,0.055024467,0.102476138,0.403992497,2.672262419,15.38280865,0.447152882,1.614477412
534,23.98695217,11.1496,2.94771,-0.91666,-4.39514,6.64901,203.03,1002.05,0.151024602,0.059908185,0.103603102,0.380397751,2.682572033,14.51139163,0.542405985,1.612241624
535,18.71067213,14.0185,19.2044,1.456,-3.87809,8.52689,203.518,962.078,0.141043153,0.057026318,0.230725485,0.136115725,0.723740797,9.465941615,0.389008933,1.275941132
536,19.16453413,13.9927,18.744,1.59189,-4.04355,7.83868,202.951,959.495,0.136932001,0.0574045,0.225054538,0.142559063,1.450376546,9.210444068,0.324719194,1.400814898
537,19.4334737,14.1416,18.4194,1.73516,-4.2118,7.10554,202.361,956.753,0.132297976,0.058080071,0.217721789,0.147058439,2.010503796,8.845768882,0.393399084,1.427276841
538,19.30074931,14.485,18.2018,1.87775,-4.38562,6.32566,201.755,953.887,0.12904315,0.064090568,0.210399425,0.145689992,2.073462428,8.488655301,0.480325956,1.43458629
539,19.0888964,15.028,18.053,2.01152,-4.56752,5.49756,201.137,950.94,0.128658255,0.074629727,0.202710452,0.138135487,2.081171188,8.099623596,0.598925284,1.433750186
540,18.80075318,15.7631,17.9286,2.12828,-4.75968,4.62028,200.514,947.955,0.131679963,0.088951783,0.195081075,0.123698359,2.066685875,7.679049479,0.750180657,1.426973739
541,19.07814071,16.4668,8.81359,0.0780054,-4.49023,3.71707,246.377,1014.5,0.145922105,0.059917429,0.134169592,0.119991055,9.997099258,7.909423941,0.280424758,0.508357579
542,18.95008632,15.914,9.35742,0.163806,-4.65779,3.34652,246.457,1011.24,0.156963691,0.06800501,0.123341966,0.178382927,9.548586307,7.616903798,0.297487149,0.580977708
543,18.42707775,15.4786,10.0089,0.282573,-4.82668,2.95741,246.534,1007.82,0.167843165,0.071072677,0.105481854,0.182298935,8.729185114,7.318125595,0.339469236,0.733069098
544,18.3332547,16.2125,13.8784,1.29427,-5.59104,0.817839,247.002,989.481,0.185680471,0.017057684,0.132098087,0.155976343,8.1597963,5.754272276,1.196026472,1.51490375
545,18.73964666,16.9888,14.5431,1.54535,-5.70427,0.373203,247.135,985.843,0.182204923,0.021727463,0.13155748,0.129347618,8.476020805,5.50796878,1.488940805,1.496839711
546,18.63255702,17.9372,15.1021,1.79471,-5.79554,-0.0682602,247.286,982.315,0.187248185,0.041118577,0.127902615,0.100596561,8.268759562,5.216770713,1.746402474,1.479309224
547,14.26591337,18.7366,5.46416,2.62703,-0.283103,11.3244,181.671,989.978,0.12759726,0.053352009,0.120797165,0.205061508,2.697793101,4.994536189,0.276113879,1.405698243
548,14.36855448,18.8003,5.64912,2.72617,-0.470502,10.7539,181.679,986.666,0.133732537,0.051985994,0.120484449,0.200845915,2.68505766,4.758720042,0.34287235,1.435256133
549,14.44977558,19.0673,5.83451,2.82863,-0.659433,10.1588,181.701,983.373,0.143141284,0.055563251,0.120285508,0.192714516,2.673039321,4.50569526,0.438510949,1.453463534
550,14.50546134,19.526,6.00515,2.9288,-0.847254,9.54231,181.739,980.135,0.152933198,0.060695544,0.12025204,0.177979683,2.670376095,4.300043919,0.547305926,1.45773457
551,14.50684691,20.1569,6.14691,3.02071,-1.03166,8.90764,181.793,976.991,0.166917482,0.066441435,0.119869289,0.148600842,2.649180428,4.062379161,0.71510771,1.459623967
552,14.35319309,20.936,6.24734,3.09833,-1.21069,8.25766,181.864,973.978,0.186697159,0.060378606,0.118460027,0.141288244,2.540373729,3.814381643,0.914751293,1.423761517
553,18.54988367,5.3515,8.12736,-0.278182,1.85771,10.439,281.225,1017.18,0.129449851,0.014126541,0.067841996,0.472245912,4.694670684,11.63778287,0.252375703,1.59760199
554,18.64827229,5.65679,8.88377,-0.142935,1.62815,9.92265,280.908,1013.14,0.128818224,0.017091478,0.074040201,0.443105337,4.735739381,11.25979827,0.31009998,1.615465807
555,18.71515883,6.19864,9.6369,-0.00179235,1.38998,9.38929,280.599,1009.16,0.12876023,0.022235854,0.090606818,0.408922111,4.869593211,10.79821569,0.407962368,1.62889384
556,18.76830599,6.97341,10.3608,0.140468,1.14741,8.84196,280.293,1005.29,0.132735266,0.031154359,0.128734627,0.372990674,5.173930666,10.26388339,0.544017652,1.629147202
557,18.75960717,7.96089,11.0331,0.278844,0.904613,8.28382,279.986,1001.57,0.138064806,0.044586485,0.132384442,0.345972493,5.453085059,9.769727675,0.67290984,1.61582806
558,18.47896722,9.12835,11.6392,0.40834,0.665556,7.71791,279.674,998.017,0.145876699,0.067704342,0.128563824,0.321646496,5.38834637,9.220109195,0.794368385,1.594881399
559,19.74070721,4.94872,11.0781,-1.42245,-7.43274,3.47402,126.401,1043.41,0.141153876,0.020347907,0.161971085,0.18977168,2.793568338,14.45796971,0.123634452,1.491238365
560,20.15512067,4.87848,12.792,-1.37624,-7.58155,3.10799,127.054,1038.99,0.139656094,0.024746324,0.160961299,0.185232739,2.992522599,13.95472441,0.153679454,1.619018085
561,20.42214105,5.06539,14.5545,-1.32487,-7.73241,2.73993,127.708,1034.49,0.137894719,0.035433196,0.157143472,0.180885849,3.085105563,13.45279863,0.193225212,1.652208367
562,20.49881902,5.53376,16.3315,-1.2707,-7.8821,2.37238,128.36,1029.97,0.135246205,0.053999286,0.151530894,0.175770528,3.073389466,12.85632899,0.255044624,1.671323165
563,20.38016839,6.28789,18.0878,-1.21609,-8.02749,2.00762,129.008,1025.45,0.137813934,0.074392737,0.145361426,0.172487328,2.985171943,12.22964283,0.330979594,1.6769695
564,20.09784151,7.31331,19.7889,-1.16346,-8.16564,1.64747,129.646,1020.99,0.144011592,0.101733927,0.132671879,0.171682992,2.821335804,11.52658386,0.428690624,1.678890874
565,20.33752723,4.78569,0.875413,1.79831,-4.07858,2.37357,169.385,1017.35,0.128014659,0.031608964,0.117748508,0.581482518,4.037323597,12.66833161,0.434577415,2.262786168
566,20.98543203,5.05123,1.30552,1.86866,-4.5777,1.3906,169.462,1013.64,0.106213115,0.055447993,0.088780879,0.575484992,3.735042368,12.77806751,0.473148561,2.225297662
567,21.46937903,5.56732,1.64493,1.96039,-5.10659,0.369782,169.556,1009.94,0.084635581,0.124081521,0.006320744,0.55867624,3.143416723,12.79890577,0.470437717,2.187636381
568,21.34804882,6.33644,1.85717,2.07095,-5.65752,-0.677833,169.666,1006.3,0.084443755,0.184424425,-0.003775871,0.520739564,2.888057929,12.34572588,0.486016649,2.1727567
569,20.86025531,7.338,1.92267,2.19695,-6.22116,-1.73948,169.796,1002.74,0.097910752,0.148007712,0.003452949,0.471989758,2.989646161,11.51104231,0.594016837,2.164285295
570,20.33329869,8.53189,1.8475,2.33428,-6.78673,-2.80101,169.947,999.299,0.117029267,0.090760426,0.016148776,0.438493894,3.198673852,10.70577374,0.771673869,2.137220271
571,12.57208765,7.08939,10.2644,-0.784894,-2.11698,9.25548,290.653,1007.81,0.096218476,0.039063172,0.118818467,0.550384944,1.788564377,6.633624434,0.790108146,1.632771112
572,12.70135498,8.2813,10.8608,-0.617904,-2.37529,8.43272,289.02,1003.52,0.097308143,0.042050551,0.118644246,0.524531532,1.87951771,6.442420951,0.77916429,1.609594117
573,12.74115518,9.5864,11.424,-0.437575,-2.65719,7.58448,287.384,999.237,0.102072418,0.047885014,0.11479456,0.526759796,1.849981573,6.15948736,0.765341319,1.582910608
574,12.68219474,10.9827,11.9509,-0.246403,-2.95544,6.72141,285.742,994.988,0.109944243,0.054170768,0.10318401,0.52107523,1.732212899,5.844616117,0.754421186,1.559147017
575,12.67955007,12.4462,12.444,-0.0473149,-3.2619,5.8552,284.098,990.805,0.117473216,0.062357896,0.089719181,0.500061425,1.675275598,5.554781058,0.745794795,1.534270245
